auction_date_long,auction_desc,auction_house,auction_location,auction_name,chassis_number,image,link,link_v2,lot_description,price_eur_number,price_eur_string,price_gbp_number,price_gbp_string,price_usd_number,price_usd_string,reg_number,url,year,sourceUrl,status
30th Nov 2019,RM Sotheby's • Abu Dhabi,RM Sotheby's,United Arab Emirates,Abu Dhabi,ZFFGJ34B000084467,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/l0dUZ0z5HQJ6E9N1kZeiei1s67TjqY4URrTsYdq8DILQpfonTI_cdaC5TK2_fFE81eJMYya2fmw6R4rFYE7X7w.jpeg,/cars/ferrari/f40/1990/126686,/cars/ferrari/f40/126686,1990 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://rmsothebys.com/en/auctions/ad19/abu-dhabi/lots/r0002-1990-ferrari-f40/777913,1990,https://www.theclassicvaluer.com,Not Sold
11th Oct 2019,Bonhams • The Zoute Sale,Bonhams,Belgium,The Zoute Sale,ZFFGJ34B000080747,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/IeToAasxwHARx8GEPPjDc53MglWVZF-A920Ji-G3nFht4Ja4IVqQQpqMM22zq1Q6mmZGjczQUUSXdgFlGf-snQ.jpeg,/cars/ferrari/f40/1989/126667,/cars/ferrari/f40/126667,1989 Ferrari F40 Berlinetta,920000,"€920,000",805166,"£805,166",1015956,"$1,015,956",,https://www.bonhams.com/auctions/25565/lot/35/?category=list&length=10000&page=1,1989,https://www.theclassicvaluer.com,Sold
17th Aug 2019,RM Sotheby's • Monterey,RM Sotheby's,United States,Monterey,ZFFMN34A5M0087568,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/l5BsQDY6PtqGVvxZiWZGomB0iqKTNT7-Bz5QczeWhLjNK8IKFrGnGgjpR7SucE9DgFLIGzpfvfjh5YtzTUkt1Q.jpeg,/cars/ferrari/f40/1991/126707,/cars/ferrari/f40/126707,1991 Ferrari F40,1519050,"€1,519,050",1.382837e+06,"£1,382,837",1682500,"$1,682,500",,https://rmsothebys.com/en/auctions/mo19/monterey/lots/r0080-1991-ferrari-f40/781618,1991,https://www.theclassicvaluer.com,Sold
16th Aug 2019,Gooding & Co • 2019 Pebble Beach Auction,Gooding & Co,United States,2019 Pebble Beach Auction,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/NYjUwOmAV5x4izkpeNwz0u7fQAbxacWfsS74YS3S177FDmzT1WN40FtSqRkXNZ4do9xtQeOvjT34PPhKvv1zLw.jpeg,/cars/ferrari/f40/1990/373567,/cars/ferrari/f40/373567,1990 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.goodingco.com/#436931990ferrarif40,1990,https://www.theclassicvaluer.com,Not Sold
16th Aug 2019,Bonhams • Quail Lodge Auction,Bonhams,United States,Quail Lodge Auction,ZFFGJ34B000079763,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/Ex5lbjD9Cxe2zemLAIRv1NdjcSicPHvisKWVCsNRidVD6pbgl71uk69ki1d9W61C0xxmLbzOdvJ4qSRjWIEnrA.jpeg,/cars/ferrari/f40/1989/126668,/cars/ferrari/f40/126668,1989 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.bonhams.com/auctions/25221/lot/173/?category=list&length=10000&page=1,1989,https://www.theclassicvaluer.com,Not Sold
9th Mar 2019,RM Sotheby's • Amelia Island,RM Sotheby's,United States,Amelia Island,ZFFGJ34B000091464,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/oXAafXPbgqPpuMQK0HkfANvfjKg8wVMj1-p3xVj1sK2TbvcSj-KoX_5_kyhzesWb3whTEjS5AiYhvz3oOfB7VA.jpeg,/cars/ferrari/f40/1992/126721,/cars/ferrari/f40/126721,1992 Ferrari F40,906256,"€906,256",778519,"£778,519",1017000,"$1,017,000",M-WW 8833,https://rmsothebys.com/en/auctions/am19/amelia-island/lots/r0123-1992-ferrari-f40/747151,1992,https://www.theclassicvaluer.com,Sold
3rd Jan 2019,Mecum • Kissimmee 2019,Mecum,United States,Kissimmee 2019,ZFFMN34AXN0092296,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/ig1wJi64eqiShIF7anhchBiKcpP_c5Jo0mXahfj8jvUCT7GQG9Bku0iGQ0sNPu4sGTHd1N2HHm5oCKQDlK1QDw.jpeg,/cars/ferrari/f40/1992/274369,/cars/ferrari/f40/274369,1992 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.mecum.com/lots/367933/1992-ferrari-f40/,1992,https://www.theclassicvaluer.com,Not Sold
8th Dec 2018,RM Sotheby's • The Petersen Automotive Museum Auction,RM Sotheby's,United States,The Petersen Automotive Museum Auction,ZFFGJ34B000080161,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/rYIHO28rZq1huNhorh-W778YEhXdH7E8Eek8J1LVnzfEQ-ZoQ9R6kZN2LVkt7M5065QG2j4ToVkq6k90NEEN0w.jpeg,/cars/ferrari/f40/1989/126669,/cars/ferrari/f40/126669,1989 Ferrari F40,1358720,"€1,358,720",1.210415e+06,"£1,210,415",1545000,"$1,545,000",,https://rmsothebys.com/en/auctions/ca18/the-petersen-automotive-museum-auction/lots/r0058-1989-ferrari-f40/729882,1989,https://www.theclassicvaluer.com,Sold
25th Aug 2018,RM Sotheby's • Monterey,RM Sotheby's,United States,Monterey,ZFFMN34A0L0087041,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/CJT4Kzld-fpbxmzP-U8TGFpTzviwO2FmKwCOkOH7dqO3jFHsmbJIzy_1384cx4-jXl5xEzfarSI_4J3jbbVSbQ.jpeg,/cars/ferrari/f40/1990/126687,/cars/ferrari/f40/126687,1990 Ferrari F40,1475664,"€1,475,664",1.331049e+06,"£1,331,049",1710000,"$1,710,000",,https://rmsothebys.com/en/auctions/mo18/monterey/lots/r0106-1990-ferrari-f40/694019,1990,https://www.theclassicvaluer.com,Sold
24th Aug 2018,Gooding & Co • 2018 Pebble Beach Auction,Gooding & Co,United States,2018 Pebble Beach Auction,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/kANdCWlsL5ElxCia-t2oXTLGo8MqEfwxQLE6-T5pLAu_qFcZmIyEYIGXIhg-cZgHcn5uZIyOdsx7SWtFscNTkw.jpeg,/cars/ferrari/f40/1991/368205,/cars/ferrari/f40/368205,1991 Ferrari F40,897743,"€897,743",799350,"£799,350",1050000,"$1,050,000",,https://www.goodingco.com/#433361991ferrarif40,1991,https://www.theclassicvaluer.com,Sold
10th Feb 2018,Artcurial • Rétromobile 2018,Artcurial,France,Rétromobile 2018,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/KQGoTgLvD_3LtAEikpcYUfStANH2UOw0IP6EKyHnxsIjK6qst7i204NJqId1SwqSifRqmSl16bFDTqOeTY23UQ.jpeg,/cars/ferrari/f40/1990/228473,/cars/ferrari/f40/228473,1990 Ferrari F40,953600,"€953,600",834591,"£834,591",1188090,"$1,188,090",,https://www.artcurial.com/en/lot-1990-ferrari-f40-3279-86,1990,https://www.theclassicvaluer.com,Sold
7th Feb 2018,RM Sotheby's • Paris,RM Sotheby's,France,Paris,ZFFGJ34B000093710,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/JRXM31egOCpAPeib8mq2lTV_TJf6kX0J3Ww04aA0jKxAvVuq9vCdrQ1kC6_hOcCYOwHUy4iIRYhGu-dhtBnTLQ.jpeg,/cars/ferrari/f40/1992/126723,/cars/ferrari/f40/126723,1992 Ferrari F40,933125,"€933,125",827449,"£827,449",1151290,"$1,151,290",,https://rmsothebys.com/en/auctions/pa18/paris/lots/r0026-1992-ferrari-f40/578126,1992,https://www.theclassicvaluer.com,Sold
18th Jan 2018,Bonhams • The Scottsdale Auction,Bonhams,United States,The Scottsdale Auction,ZFFMN34A8M0088374,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/ux7EMbqUqj8KBMKA9rcPWH5DyTsmtGLy4ppkDW90X1LDdQ7oX6mOTVWVcE8yqtZ4j0-MLf8-IhmmVw2OtZ2cdg.jpeg,/cars/ferrari/f40/1991/126708,/cars/ferrari/f40/126708,1991 Ferrari F40,1236208,"€1,236,208",1.090434e+06,"£1,090,434",1512500,"$1,512,500",,https://www.bonhams.com/auctions/24452/lot/28/?category=list&length=10000&page=1,1991,https://www.theclassicvaluer.com,Sold
6th Dec 2017,RM Sotheby's • New York - ICONS,RM Sotheby's,United States,New York - ICONS,ZFFMN34AXL0087144,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/XnHXnRv7IOiKMPg4hmSbwsuB9S8nKT69FmYpI1ub22ai-JSIGIkADDOy_QjkcLIse1tPJHmCh56gt3w4vfBtkg.jpeg,/cars/ferrari/f40/1990/126689,/cars/ferrari/f40/126689,1990 Ferrari F40,1051451,"€1,051,451",928800,"£928,800",1242500,"$1,242,500",,https://rmsothebys.com/en/auctions/ny17/new-york---icons/lots/r010-1990-ferrari-f40/545604,1990,https://www.theclassicvaluer.com,Sold
9th Sep 2017,RM Sotheby's • Ferrari – Leggenda e Passione,RM Sotheby's,Italy,Ferrari – Leggenda e Passione,ZFFGJ34B000083572,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/CVgxduzQaLZotVozO4Z01r-0fvcsVP_721XFwsjQqqPyZ5cdXIb0dSbJcrcUtqfpdpboF6HtQxrVXslWj5gtfQ.jpeg,/cars/ferrari/f40/1989/126670,/cars/ferrari/f40/126670,1989 Ferrari F40,1079000,"€1,079,000",984782,"£984,782",1301274,"$1,301,274",,https://rmsothebys.com/en/auctions/ff17/ferrari---leggenda-e-passione/lots/r116-1989-ferrari-f40/449406,1989,https://www.theclassicvaluer.com,Sold
6th Sep 2017,RM Sotheby's • London,RM Sotheby's,United Kingdom,London,ZFFGJ34B000080786,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/FWr9n7HDiLXk8qnCurrBZ26HqQsdg1j7_o37_t0fO09pBQWCs65n6wxQh35sOwXQZzUgd6GWokQmODeAJ0Ve8Q.jpeg,/cars/ferrari/f40/1988/126664,/cars/ferrari/f40/126664,1988 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://rmsothebys.com/en/auctions/lf17/london/lots/r152-1988-ferrari-f40/459651,1988,https://www.theclassicvaluer.com,Not Sold
2nd Sep 2017,Silverstone Auctions • The Salon Privé Sale 2017,Silverstone Auctions,United Kingdom,The Salon Privé Sale 2017,ZFFGJ34B000080726,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/m-jX75YKiDQ4R6SkRMOAYmmUBrBIRaXBWDieUUnUaq0WEJuUzwbgiRJbrenlbycHsBeFsQKZshnHwV3f3VQFFQ.jpeg,/cars/ferrari/f40/1989/126671,/cars/ferrari/f40/126671,** Regretfully Withdrawn ** 1989 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,H172NPR,https://www.silverstoneauctions.com/events/2017-auctions/the-salon-prive-sale-2017/the-salon-prive-sale-2017-sale/cars/regretfully-withdrawn-1989-ferrari-f40,1989,https://www.theclassicvaluer.com,Not Sold
19th Aug 2017,RM Sotheby's • Monterey,RM Sotheby's,United States,Monterey,ZFFMN34A9M0087895,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/BEu_V_tRiLdzEXMdpbptAM5cipbycb9y3BJPFFPH-u3ZK6xeoO0HR1RWefqX9HLhAzjMjUoDqwg03ZxtMD6-nw.jpeg,/cars/ferrari/f40/1991/126709,/cars/ferrari/f40/126709,1991 Ferrari F40,1311755,"€1,311,755",1.196163e+06,"£1,196,163",1540000,"$1,540,000",,https://rmsothebys.com/en/auctions/mo17/monterey/lots/r151-1991-ferrari-f40/430480,1991,https://www.theclassicvaluer.com,Sold
18th Aug 2017,Bonhams • Quail Lodge Auction,Bonhams,United States,Quail Lodge Auction,ZFFMN34A6L0087030,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/b2_XkWu_WQ7YzYafmk9It86U3UyKboMTSzbPK4Q8e7TBcdAN8BfL2xoV11LrV5qmp1s0CQw4pt7FOpZIbjGHKw.jpeg,/cars/ferrari/f40/1990/126690,/cars/ferrari/f40/126690,1990 Ferrari F40,1241482,"€1,241,482",1.132083e+06,"£1,132,083",1457500,"$1,457,500",,https://www.bonhams.com/auctions/23977/lot/87/?category=list&length=10000&page=1,1990,https://www.theclassicvaluer.com,Sold
30th Jun 2017,Bonhams • The Goodwood Festival of Speed Sale,Bonhams,United Kingdom,The Goodwood Festival of Speed Sale,ZFFGJ34B000078036,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/QFERfPg8n8j47s0piZbcWf-bEm21cVUI7eF7JW9H5s0CAtMKmF2z5xEHktvudIzKCdKshogScHI8CWhwbxHaVw.jpeg,/cars/ferrari/f40/1988/452567,/cars/ferrari/f40/452567,264N — The ex David Gilmour 1988 Ferrari F40 Berlinetta,0,Not Sold,0,Not Sold,0,Not Sold,F58 SBF,https://cars.bonhams.com/auction/24120/lot/264/the-ex-david-gilmour1988-ferrari-f40-berlinetta-chassis-no-zffg734b000078036/,1988,https://www.theclassicvaluer.com,Not Sold
24th Jun 2017,RM Sotheby's • Santa Monica,RM Sotheby's,United States,Santa Monica,93065,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/eJLRTe6u-AA_yVt4fg2WmCHs8G_vC1WIen2BIbGrx0ikdB8_QSqSt0QNmx6WzTrv4J7LR-N1lIwVaM_duHqGpg.jpeg,/cars/ferrari/f40/1992/126722,/cars/ferrari/f40/126722,1992 Ferrari F40,856529,"€856,529",752075,"£752,075",957000,"$957,000",,https://rmsothebys.com/en/auctions/ca17/santa-monica/lots/r0005-1992-ferrari-f40/565043,1992,https://www.theclassicvaluer.com,Sold
4th Jun 2017,Bonhams • Greenwich Concours d'Elegance Auction,Bonhams,United States,Greenwich Concours d'Elegance Auction,ZFFGJ34B000084539,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/kxOS1lydyerS_wTfJHf7Ms5OcFD4KnLZAjsENTaLKoxTKhCqNZtD6dxTzvHHV8RnVXWssPFGUEPMnBZdfs2_Eg.jpeg,/cars/ferrari/f40/1990/126688,/cars/ferrari/f40/126688,1990 Ferrari F40,784523,"€784,523",684638,"£684,638",880000,"$880,000",,https://www.bonhams.com/auctions/24143/lot/164/?category=list&length=10000&page=1,1990,https://www.theclassicvaluer.com,Sold
27th May 2017,RM Sotheby's • Villa Erba,RM Sotheby's,Italy,Villa Erba,ZFFGJ34B000085749,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/Ez9d84TIIwt9hKPUKXh1EYqoVWzWA8PWgCFnpXVFNucl_mSNAdPjoU60tUpRV0rXpTMxcepUbU7p6_zmwdyb9A.jpeg,/cars/ferrari/f40/1990/126691,/cars/ferrari/f40/126691,1990 Ferrari F40,1064000,"€1,064,000",927702,"£927,702",1191254,"$1,191,254",,https://rmsothebys.com/en/auctions/ve17/villa-erba/lots/r163-1990-ferrari-f40/430619,1990,https://www.theclassicvaluer.com,Sold
10th Mar 2017,Gooding & Co • The Amelia Island Auction 2017,Gooding & Co,United States,The Amelia Island Auction 2017,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/gpGjt4jtH0Ad57p8KBCLm5DkTdiJ46I4mXlIs8CXWfvdAwE_jwve5aj_z-6KAG2xj64mUfeDLsJokGT8-PVYQA.jpeg,/cars/ferrari/f40/1990/368012,/cars/ferrari/f40/368012,1990 Ferrari F40,1409855,"€1,409,855",1.206131e+06,"£1,206,131",1485000,"$1,485,000",,https://www.goodingco.com/#428041990ferrarif40,1990,https://www.theclassicvaluer.com,Sold
8th Feb 2017,RM Sotheby's • Paris,RM Sotheby's,France,Paris,ZFFGJ34B000080747,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/ahQHX0Zr16p9NdfVD9Pyae0jcAct5CTJ4Hl6QixBrvOCDmYLgZFwLEhe9Jkc_UQrr5momPrWwB7o3pjC5oYzIg.jpeg,/cars/ferrari/f40/1989/126675,/cars/ferrari/f40/126675,1989 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://rmsothebys.com/en/auctions/pa17/paris/lots/r149-1989-ferrari-f40/412129,1989,https://www.theclassicvaluer.com,Not Sold
20th Jan 2017,RM Sotheby's • Arizona,RM Sotheby's,United States,Arizona,ZFFMN34A9L0086678,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/5YIC0_cMHHTgSbCzCZb86fIdzZDuJowIzeQuZyQWmhqeDfjpgoKyd0WVchADPKf2XnFH1UkWRe3V8t0mL8xqYQ.jpeg,/cars/ferrari/f40/1990/126694,/cars/ferrari/f40/126694,1990 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,2ULR999,https://rmsothebys.com/en/auctions/az17/arizona/lots/r270-1990-ferrari-f40/411865,1990,https://www.theclassicvaluer.com,Not Sold
27th Nov 2016,RM Sotheby's • Duemila Ruote,RM Sotheby's,Italy,Duemila Ruote,ZFFGJ34B000091464,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/mCVBZpj7dJCqhAQ-aGioYM5mkct6sX1seldlKhOVgXFgFDmE1VqBIEiiofb92sZA2Iv1MCRI4gTgohFzThWCEA.jpeg,/cars/ferrari/f40/1992/126724,/cars/ferrari/f40/126724,1992 Ferrari F40,1030400,"€1,030,400",895359,"£895,359",1112724,"$1,112,724",M-WW 8833,https://rmsothebys.com/en/auctions/tv16/duemila-ruote/lots/r1006-1992-ferrari-f40/405587,1992,https://www.theclassicvaluer.com,Sold
7th Sep 2016,RM Sotheby's • London,RM Sotheby's,United Kingdom,London,ZFFGJ34B000089028,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/wHxhlPQi5aqbXbp7qJJj5bWPdFR2gVFaZb_n0uYPLh6LutnkjGLfPsjo8xUaFYx00YPbniDeepJWXSHo6dQnAA.jpeg,/cars/ferrari/f40/1990/126684,/cars/ferrari/f40/126684,1990 Ferrari F40,1084302,"€1,084,302",924000,"£924,000",1215720,"$1,215,720",,https://rmsothebys.com/en/auctions/lf16/london/lots/r111-1990-ferrari-f40/379220,1990,https://www.theclassicvaluer.com,Sold
20th Aug 2016,RM Sotheby's • Monterey,RM Sotheby's,United States,Monterey,ZFFGJ34B000087123,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/WFGtbW9IZh5eUcpEJylQ_MjcA5MaO_mFcd8SX-clLE2SsOAFA7VfCSi_g4aGjSMpkNL9RhDTqMCoaWGz9OZlWA.jpeg,/cars/ferrari/f40/1990/126693,/cars/ferrari/f40/126693,1990 Ferrari F40,1116899,"€1,116,899",966531,"£966,531",1265000,"$1,265,000",,https://rmsothebys.com/en/auctions/mo16/monterey/lots/r206-1990-ferrari-f40/381821,1990,https://www.theclassicvaluer.com,Sold
19th Aug 2016,Bonhams • Quail Lodge Auction,Bonhams,United States,Quail Lodge Auction,ZFFGJ34B000079763,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/PmM9hq-3og8ZXklebfBBw77krNtJrfjZrb08PrSIwRB-lpx5itHi5xv-2Nw3hWJPchqJVlr_gLpYbe8ARU_MdA.jpeg,/cars/ferrari/f40/1989/126674,/cars/ferrari/f40/126674,1989 FERRARI F40,1019778,"€1,019,778",882485,"£882,485",1155000,"$1,155,000",,https://www.bonhams.com/auctions/23425/lot/90/?category=list&length=10000&page=1,1989,https://www.theclassicvaluer.com,Sold
18th Aug 2016,Mecum • Monterey 2016,Mecum,United States,Monterey 2016,ZFFMN34A0L0085788,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/B0hA6GC3V4CEjl2CkjSiGzV5ucJ_vfKcZ5NDpq75iqNjNRu5mJliuKxGCTtVxewXW-RLkruFhe2eFKACzOCBPg.jpeg,/cars/ferrari/f40/1990/263241,/cars/ferrari/f40/263241,1990 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.mecum.com/lots/261690/1990-ferrari-f40/,1990,https://www.theclassicvaluer.com,Not Sold
5th Jun 2016,Bonhams • Greenwich Concours d'Elegance Auction,Bonhams,United States,Greenwich Concours d'Elegance Auction,ZFFGJ34B000080727,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/qV_v7ofiRSUYjYWaN2utb4d7qYCRk2dWfVaT7vtzDKzXknv2w1bbwz_Vi-D1EPtjQ8vNXJFZkmMQPrcruNhq1w.jpeg,/cars/ferrari/f40/1989/126673,/cars/ferrari/f40/126673,1989 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.bonhams.com/auctions/23513/lot/10/?category=list&length=10000&page=1,1989,https://www.theclassicvaluer.com,Not Sold
4th Feb 2016,Bonhams • Les Grandes Marques du Monde au Grand Palais,Bonhams,France,Les Grandes Marques du Monde au Grand Palais,ZFFGJ34B000087784,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/TGGvtor8gSVCZY4ZI2K5ugUWmuDdqQGMKZKWPT42VxDV7Ts4rKVO1hAsZdKzuNVzNaZA5oqvAW1TjI-1Dq0V5Q.jpeg,/cars/ferrari/f40/1990/126692,/cars/ferrari/f40/126692,Ferrari F40 Berlinetta 1990,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.bonhams.com/auctions/23262/lot/336/?category=list&length=10000&page=1,1990,https://www.theclassicvaluer.com,Not Sold
3rd Feb 2016,RM Sotheby's • Paris,RM Sotheby's,France,Paris,ZFFGJ34B000080161,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/IIm4t7ZUuuw7bn0dl8KhLqf9gqJDjbW6RQQiEhKzZV1oKsej-3c8YKT2-spBUeFSy0gemIQo0Uf-0f0nn9z8Xg.jpeg,/cars/ferrari/f40/1989/126672,/cars/ferrari/f40/126672,1989 Ferrari F40,1036000,"€1,036,000",780419,"£780,419",1132659,"$1,132,659",,https://rmsothebys.com/en/auctions/pa16/paris/lots/r108-1989-ferrari-f40/175219,1989,https://www.theclassicvaluer.com,Sold
29th Jan 2016,Gooding & Co • The Scottsdale Auctions 2016,Gooding & Co,United States,The Scottsdale Auctions 2016,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/oDcr5SnIkQ3eF_3kFBoIQTSFzUWW4l7pE8_iF8Kq9mldi8fSZtlVzUljzgeTVa7EdozliljjFpkylbWDYWh4tQ.jpeg,/cars/ferrari/f40/1990/368013,/cars/ferrari/f40/368013,1990 Ferrari F40,1409479,"€1,409,479",1.034487e+06,"£1,034,487",1534500,"$1,534,500",,https://www.goodingco.com/#423981990ferrarif40,1990,https://www.theclassicvaluer.com,Sold
14th Oct 2015,H&H Auctioneers • Imperial War Museum Duxford,H&H Auctioneers,United Kingdom,Imperial War Museum Duxford,091573,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/60F5a4kf_iP-YXoS7mzXTrbI_ScYnhtmKmNG0TXnK_lbrJNPmn6QsSF4fZqjVBiYZNUx7xkMwtpvJ2qfZ8v4JA.jpeg,/cars/ferrari/f40/1991/126711,/cars/ferrari/f40/126711,1991 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,J702FGN,https://www.handh.co.uk/auction/lot/lot-127---1991-ferrari-f40/?lot=7537&so=0&st=&sto=0&au=365&ef=&et=&ic=False&sd=1&mc=4&pp=48&pn=3&g=1,1991,https://www.theclassicvaluer.com,Not Sold
12th Sep 2015,Bonhams • Goodwood Revival,Bonhams,United Kingdom,Goodwood Revival,ZFFGJ34B00093779,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/TP4wGTlu9Yk1xHRbsyczMVu9zG13e_Jo23LtKq86bsDOz25kWDCYwiM_igCn9PrfbWTTKlmxTye-X0bDIHESZQ.jpeg,/cars/ferrari/f40/1993/449981,/cars/ferrari/f40/449981,329 — 1993 Ferrari F40 Berlinetta Coachwork by Pininfarina Registration no. K63 JRP Chassis no. ZFFGJ34B00093779 Engine no. 31221,0,Not Sold,0,Not Sold,0,Not Sold,K63 JRP,https://cars.bonhams.com/auction/22725/lot/329/1993-ferrari-f40-berlinetta-chassis-no-zffgj34b00093779-engine-no-31221/,1993,https://www.theclassicvaluer.com,Not Sold
7th Sep 2015,RM Sotheby's • London,RM Sotheby's,United Kingdom,London,93256,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/gKmKKEZGQGV57O2bUW2bpx8PoVcfLV3g2BlxdNA-m6xjJlMRbrliylxYVe42W6YlqVdmJtvWNwFzSxAD75DYDw.jpeg,/cars/ferrari/f40/1992/126725,/cars/ferrari/f40/126725,1992 Ferrari F40,1157801,"€1,157,801",845600,"£845,600",1290485,"$1,290,485",,https://rmsothebys.com/en/auctions/lf15/london/lots/r118-1992-ferrari-f40/180926,1992,https://www.theclassicvaluer.com,Sold
15th Aug 2015,Gooding & Co • Pebble Beach 2015,Gooding & Co,United States,Pebble Beach 2015,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/1-zhME5rGHjOVXyRUx_K0-B0xwJdL1xMB-9TRWc3FkxQmKX88CSEQ2dLgctU3xhiiRldB0ztnjoKD9ROphpZSQ.jpeg,/cars/ferrari/f40/1992/368058,/cars/ferrari/f40/368058,1992 Ferrari F40,1253761,"€1,253,761",882773,"£882,773",1375000,"$1,375,000",,https://www.goodingco.com/#422311992ferrarif40,1992,https://www.theclassicvaluer.com,Sold
14th Aug 2015,Bonhams • Quail Lodge Auction,Bonhams,United States,Quail Lodge Auction,ZFFMN34A5L0087200,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/XuK1RqNjf4smNrraMKgNHkkvjBKXnsnEUj39xmYuFQyo5Q2gvOw-n_oDegxY_T130jqMWH11dHeKJq0ym_9_dw.jpeg,/cars/ferrari/f40/1990/452628,/cars/ferrari/f40/452628,78 — Offered from the Tony Hart Collection 1990 FERRARI F40,1128385,"€1,128,385",794496,"£794,496",1237500,"$1,237,500",,https://cars.bonhams.com/auction/22792/lot/78/offered-from-the-tony-hart-collection1990-ferrari-f40-chassis-no-zffmn34a5l0087200-engine-no-24145/,1990,https://www.theclassicvaluer.com,Sold
13th Aug 2015,Mecum • Monterey 2015,Mecum,United States,Monterey 2015,ZFFGJ34B000080727,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/gg5ADT28jyxi3Nj8KeZ4sE4rbs9UJzXOSXNaOms2misFPW1xhCiJPlI-8NW-hj0ta8CkI3uVxWoduRTBbeVzCw.jpeg,/cars/ferrari/f40/1989/297070,/cars/ferrari/f40/297070,1989 Ferrari F40,1153460,"€1,153,460",812151,"£812,151",1265000,"$1,265,000",,https://www.mecum.com/lots/219894/1989-ferrari-f40/,1989,https://www.theclassicvaluer.com,Sold
8th Aug 2015,COYS • “43rd Oldtimer Grand Prix” 2015,COYS,Germany,“43rd Oldtimer Grand Prix” 2015,ZFFGJ34B000093796,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/WF2AcrzaJJqGrdpEBv8t3e6Qg4Ed03zK5TTNc7XiUvn_juJXtSTnqMcrWPDVVsbjel_bJT9F7CyHD5p3R3E88A.jpeg,/cars/ferrari/f40/1992/126726,/cars/ferrari/f40/126726,1992 Ferrari F40,1224923,"€1,224,923",863693,"£863,693",1340188,"$1,340,188",,https://www.coys.co.uk/cars/1992-ferrari-f40,1992,https://www.theclassicvaluer.com,Sold
22nd Jun 2015,Artcurial • Automobiles sur les Champs 8,Artcurial,France,Automobiles sur les Champs 8,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/FrM-PPZYSlc20oooRBkb6wNIfEdvXQkcrrg9jA5MEB4DsZmIJYa_sykJFhGGx4J-Vmq04UO6P3x760fqsZ5mig.jpeg,/cars/ferrari/f40/1991/228476,/cars/ferrari/f40/228476,1991 Ferrari F40,1013200,"€1,013,200",728744,"£728,744",1108846,"$1,108,846",,https://www.artcurial.com/en/lot-1991-ferrari-f40-2769-11,1991,https://www.theclassicvaluer.com,Sold
